,note_globale,compagnie_aerienne,avis,note,site
73,4.5,Lufthansa,EbuyClub propose du cashback sur vos achats sur Lufthansa pour les billets d'avion. Site serieux et vos achats profitent d'une possibilite de changements si toutefois les vols devaient etre modifies ou annules sans passer par un intermediaire tiers. Lufthansa fait beneficier de son groupo ou plusieurs compagnies importantes forment l'alliance donc de nombeuses possibilites offertes pour une meme destination et faire varier eventuellement les horaires de votre voyage. Excellent si vous participez au programme de voyageur frequent StarAlliance! Bon vouage... ,5.0,ebuyclub.com
74,4.5,Lufthansa,"Pas de mauvaise surprise de prix qui grimpent au moment de finaliser la réservation ou aux cours des visites du site. Tous les vols possibles sont proposés. Les prix sont au plus bas. et clairs. Recherche facile; classement par horaire ou par durée de vol. Correspondances lisibles. Les vols achetés s'ajoutent directement à votre calendrier. On peut pré-réserver sa place gratuitement. Pas d'intermédiaire, pas de mauvaise surprise. Autant acheter directement chez la compagnie aérienne, on est sur de voyager ! Cashback intéressant. ",5.0,ebuyclub.com
75,4.5,Lufthansa,"Le site de Lufthansa est assez facile et intuitif. Pour acheter un billet d'avion economy ou business il faut passer quand même plusieurs pages avec erreur… du temps pour comparer les offres… et les prix qui changent sans arrêt. A deux personnes, avec 2 ordinateurs, il nous a fallu approximative 2 heures pour pouvoir finaliser la commande d'un billet aller-retour dans l'UE. En tout cas, les offres business sont bien intéressantes et les prix s'approchent parfois des billets economy + options bagages + repas . ",3.5,ebuyclub.com
76,4.5,Lufthansa,"Achat de billets pour un vol intra européen. Très large offre avec la possibilité de rejouter des options. Certes, ce n'est pas les prix d'une compagnie low cost. Mais ce la reste raisonnable si on s'y prend à l'avance et qu'on est flexible. Interface très claire et facile d'utlisation. Pas de loup caché. La prise en compte du cash back a été immédiatement confirmée et créditée bien avant la date du vol prévu. Une réussite totale pour ce premier essai. je recommande tout à fait l'utlisation de ce marchand. ",5.0,ebuyclub.com
77,4.5,Lufthansa,"j'ai effectué ma réservation rapidement. le site est très facile d'utilisation, clair et user friendly. tout le déroulement de la réservation se fait de manière optimale, avec des infos qui arrivent au fur et à mesure des étapes à effectuer. de la recherche jusqu'au paiement, le processus est simple, précis et aucune étape inutile n'est à déplorer. on ressent l'expérience et le professionnalisme dans les échanges. de plus le programme de fidélité est assez avantageux et les récompenses à la hauteur des attentes. ",4.5,ebuyclub.com
78,4.5,Lufthansa,"Je prends souvent mes billets sur Lufthansa qui est une bonne compagnie à mes yeux. Achat billets en dernière minute pour un départ semaine prochaine à un tarif raisonnable, le site est user friendly et propose même de meilleurs prix que Skyscanner ou autres comparateurs de vols. Le bagage de 23kg est inclus à un prix raisonnable, cashback ebuyclub c'est toujours bon à prendre, néanmoins il serait mieux de proposer un remboursement sous forme de bon d'achat ce serait plus intéressant niveau cashback. ",5.0,ebuyclub.com
79,4.5,Lufthansa,"Après une recherche via un comparateur de vols je me suis tourné vers Lufthansa car leurs tarifs étaient les meileurs. J´ai commandé deux billets d´avion sur le site de cette compagnie à partir de mon PC ( pas testé sur l´application mobile) . La réservation est très simple et ne prend pas beaucoup de temps. Toutes les options traditionnelles sont disponibles lors de l'achat ( siège, nourriture etc) . Ayant déjà voyagé avec cette compagnie, je sais que pour ce prix cela vaut le coup étant donné le niveau de service. ",5.0,ebuyclub.com
80,4.5,Lufthansa,"J'ai acheté un billet aller-retour pour deux pour Malte pour le mois de juillet. Le site est très facile à naviguer, les prix sont clairement indiqués et il est facile de trouver un meilleur prix si vos dates sont flexibles. On peut choisir le vol par durée d'escale. Pas de risque de se retrouver avec une assurance en plus, c'est clairement précisé. Le processus d'achat est simple, toutes les grandes cartes de crédit sont acceptées. L'email de confirmation est arrivé tout de suite dans la foulée. ",5.0,ebuyclub.com
81,4.5,Lufthansa,"Très bonne compagnie aérienne : les vols sont confortables et généralement à l'heure. Les avions sont récents et le personnel de bord sympathique. Les annonces sont faites en anglais. La réservation sur le site internet est facile et fluide, tous les éléments de la réservation sont clairs ( bagages, repas... ) et il n'y a aucune surprise au moment de payer. De plus, vous pouvez cumuler des miles sur cette compagnie ou sur les autres compagnies aériennes de l'alliance ( Swiss, United Airlines... . ) . Je compte revoyager avec la Lufthansa. ",5.0,ebuyclub.com
82,4.5,Lufthansa,"Super gestion de la crise Covid par Lufthasa puisqu'ils permettent d'échanger sans frais son vol même si celui-ci n'est pas annulé, ce qui permet de réserver ses billets sans stress, en tout cas bien plus sereinement en ces temps d'incertitudes. Les prix sont bas et le service de qualité, que demander de plus. Dans mon cas il a été possible de choisir son siège directement lors de l'achat du billet et sans frais supplémentaire, un vrai plus par rapport à d'autres compagnies aériennes, notamment low cost. ",5.0,ebuyclub.com
83,4.5,Lufthansa,"Bonjour, J'ai acheté des billets pour un vol en Nantes et Vienne. Le trajet a été fait par 2 compagnies aériennes dont une compagnie affrétée par la même compagnie que le site vendeur. Le processus de commande s'est bien déroulé, le seul petit bémol c'est au moment de la confirmation du vol. Je n'ai pas eu de code de promotion mais le cashback à très bien fonctionné. J'ai reçu les billets sur ma boite Email directement et rapidement. La prestation était bonne et je vous recommande cette compagnie aérienne. ",5.0,ebuyclub.com
84,4.5,Lufthansa,La Lusthansa n'est jamais mon premier choix quand on parle de choix de compagnie aérienne mais c'est la seule qui propose des vol entre chez moi à Lyon et Munich ou je compte bien participer cette année à la fête de la bière. Je n'ai eu aucune difficulté à choisir mon billet et j'ai pu disposer d'un choix de vols en adéquation avec mes désirs d'arrivée et de départ. L'interface est simple d'utilisation et la gamme de prix et d'option est assez importante pour satisfaire l'ensemble des futures clients. ,4.0,ebuyclub.com
85,4.5,Lufthansa,"Très bonne expérience d'achat en ligne pour l'achat de tickets d'avion ( simples vols) . A la base je considère Lufthansa comme une compagnie sérieuse, avec un très bon historique de vols, qualité de service et relation client. Leur site internet est très bien fait, la navigation est simple et intuitive. On avance naturellement dans les différentes étapes d'achat. Nombreuses d'options proposées ( payantes) . Important, pas de frais cachés ce qui est rassurant, et ce quel que soit le moyen de paiement choisi. Bref, je recommande. ",5.0,ebuyclub.com
86,4.5,Lufthansa,"Compagnie aerienne de renom. Les prix sont vraiment très interessant et notament pour les destinations située en Asie. Je suis allé au Japon pour 550€ aller retour. Imbattable. Les services à bord sont TOP. Je ne peux que conseiller cette compaganie. De plus le programme de fidelité permet en plus de cumuler des points qui à terme permettent d'avoir des reductions sur les prix des billets d'avion. Je ne peux que recommander cette compagnie aerienne. Vous pouvez y aller les yeux fermés, sans hesitation. ",5.0,ebuyclub.com
87,4.5,Lufthansa,"Habitant en Allemagne, j'ai souvent recours à Lufthansa pour mes vols court et long-courrier. La compagnie est sérieuse et en général ponctuelle. Leur site officiel est bien conçu mais je trouve le choix tarifaire très étrange : par exemple, pour un vol aller-retour entre Paris et Munich avec ""Economy Light"" il faut payer 50 euros pour ajouter run bagage en soute, alors que passer à ""Economy Classic"" avec plusieurs avantages dont un bagage en soute coûte 40 euros aller-retour. Comprendra qui peut... À noter que mon cashback n'a pas été prix en compte automatiquement, un problème technique ? ",4.0,ebuyclub.com
88,4.5,Lufthansa,"La compagnie allemande de référence. Plutôt affilié à notre compagnie française bien connue, cette dernière ne disposait pas d'offre intéressante pour ma destination recherchée tant sur le parcours complexe ( multi-escales) que sur les offres tarifaires. Sur Lufthansa, j'ai pu trouver de bonnes offres pour les vols cherchés à des prix très intéressants. La réservation a été faite rapidement, l'interface en mode grille était plutôt bien faite pour choisir les vols au meilleurs tarifs selon la date, la durée des vols. ",5.0,ebuyclub.com
89,4.5,Lufthansa,"Très heureuse d’avoir pu voyager dans un A380, bon espace pour les jambes et surtout quand la personne d’en face descend son dossier, il y a un espace correct.
Pour la nourriture, c’etait médiocre, j’aurais aimé pour le premier repas notamment une connotation asiatique puisque je partais d’Asie. le matin, les saucisses pas terrible non plus.
Ne pas s’attendre à un repas raffiné, ne suis pas difficile.

Anecdote : La nourriture à bord très médiocre. L’équipage occupé à parler entre eux à tel point qu’à l’aterrIssage, plusieurs personnes avaient laissé leur fauteuil basculé, ils ne s’en sont même pas aperçus.",3.5,ebuyclub.com
90,4.5,Lufthansa,"J'achète mes billets chez Lufhtansa pour la première fois. Les prix sont deux fois moins chers que la compagnie Air France pour mon vol long courrier, C'est la raison qui m'a poussé à acheter mon billet chez Lufhtansa plutôt que chez Air France. Je ne suis pas encore partie donc je n'ai pas encore d'avis sur la compagnie mais en tout cas le tarif est imbattable pour la saison estivale. Après il faut comparer avec d'autres compagnie car on peut trouver moins cher pour d'autres saisons. Je recommande fortement. ",4.5,ebuyclub.com
91,4.5,Lufthansa,"billet d'avion acheté le 1er octobre, excellente mise à jour pour tenir informé au détails du voyage, commande reçu quand le paiement est effectué. Regarder sur internet pour avoir les avantages code promotion. commande reçu en moins de 5minutes. bonne compagnie, repas fourni et pas mal pour une compagnie de ce style. siège confortable, et le personnel agréable à l'aéroport tout comme dans l'avion. Si vous voulez voyager à bon prix, je vous conseil fortement cette compagnie et vous ne serez pas déçu. ",5.0,ebuyclub.com
92,4.5,Lufthansa,"J'ai pris mon billet d'avoin chez lufthansa pour aller a Londres depuis Munich. Le prix du billet d'avion etait correct, au meme niveau que les compagnies low cost. Mais ici on avait le service d'une airline standard, cest a dire, on avait le droit a un bagage de 23 kilos en soute et de quoi manger dans l'avion ( sandwich + boisson) . Pas de retard dans mon vol. Si on donne notre numero de telephone, ou si on installe l'application de lufthansa on recoit des notification au long du voyage ( i. e. la salle d'embarquement, des rappels, etc. . ) ",5.0,ebuyclub.com
93,4.5,Lufthansa,"Accueil aimable et souriant, sièges confortables, snack et rafraîchissement offerts... Lufthansa est une compagnie aérienne agréable, au même titre qu'Air France. Malheureusement avec le tarif le moins cher, elle fait payer le bagage en soute. ",5.0,ebuyclub.com
94,4.5,Lufthansa,Une bonne compagnie aéronautique sérieuse permettant une belle alternative à Air France / KLM qui sont souvent en grève. Je n'ai jamais eu de surprise avec Lufthansa c'est pourquoi je les recommande sans soucis. ,5.0,ebuyclub.com
95,4.5,Lufthansa,"Lufthansa est une excellente compagnie ! Nous avons pris cette compagnie car Air France faisant grève nous avons du trouver une alternative. Malgré des escales, les avions etaient à l'heure. Seul point negatif, le placement automatique au niveau des sorties de secours, nous obligeant a être deplacé une fois dans l'avion car nous ne parlions pas allemand et mal anglais. Les hotesses ne furent pas tres sympathiques à ce moment la. ",5.0,ebuyclub.com
96,4.5,Lufthansa,"Jamais eu de problème si ce n'est leur sandwich pas obligatoire certes mais pas très bon non plus. A par ça, rien de mauvais à déplorer, les hôtesses parlent toujours la langue du pays de départ et d'arrivée. ",4.0,ebuyclub.com
97,4.5,Lufthansa,Site internet pratique et très bonne compagnie qui pratique des vols à tarifs intéressants. L'aéroport de Francfort proche de la France permet de s'y rendre facilement et profiter des avantages d'être frontalier. ,5.0,ebuyclub.com
98,4.5,Lufthansa,"Quand j'achète un billet d'avion, je préfère largement le faire directement sur le site de la compagnie aérienne ... l'expérience m'a montré que les prix sont imbattables par rapport aux sites comparateurs",5.0,ebuyclub.com
99,4.5,Lufthansa,"ma commande via le site internet a été facile à réaliser. La compagnie a été fiable pour les horaires lors de différents vols. Bon service à bord. Cette compagnie est à recommander, ses prix sont compétitifs. ",5.0,ebuyclub.com
100,4.5,Lufthansa,Site clair et pratique. Plus fiable que les revendeurs low cost Prix abordable ! Bonne compagnie je recommande ! Les hotesses sont serviables et gentilles. On se sent bien pas comme dans certaines compagnies low cost que j'ai pu experimenter... ,5.0,ebuyclub.com
101,4.5,Lufthansa,Le site est très facile d'utilisation. De nombreuses options sont proposées. Et les tarifs sont attractifs. Je recommande de passer directement par le site Lufthansa pour l'achat de vos billets d'avion. ,5.0,ebuyclub.com
102,4.5,Lufthansa,Prix assez compétitifs avec de bonnes prestations et services en vol! Réservation rapidement effectuée et réglable en ligne! Site facile à utiliser et fiable! Les vols proposés sont nombreux et les itinéraires en partance de la France sont facilement accessibles des provinces aussi. ,5.0,ebuyclub.com
103,4.5,Lufthansa,3ème fois que je réserve un vol sur le site de la Lufthansa. L'utilisation du site est simple et facile. Les prix attractifs sont tout de suite repérables. Les vols sur cette compagnie sont très agréables et confortable. Je recommande,5.0,ebuyclub.com
104,4.5,Lufthansa,Lufthansa a été la seule compagnie à proposer un service vers Helsinki à des heures décentes malgré l'escale nécessaire à Munich ou Francfort . Les horaires proposés sont bien pensés contrairement aux autres compagnies aériennes . Rapport qualité / prix OK pas le meilleur mais presque . ,4.0,ebuyclub.com
105,4.5,Lufthansa,Première fois que je prends un billet avec cette compagnie. Vol agréable même si les tarifs sont plutôt chers pour un vol. Des promotions plus régulières seraient appréciées. A voir dans le futur. Merci,4.0,ebuyclub.com
106,4.5,Lufthansa,"Reservation facile et rapide , billet qui reste dans les données de Lufthansa aucun risque de perte, site clair inscription carte Milles, reçue en une semaine de plus Lufthansa à été donnéepour une des meilleures compagnies européennes",5.0,ebuyclub.com
107,4.5,Lufthansa,La réservation sur le site et très facile à faire. Nous recevons les confirmations par e-mail sur la boîte mal. Il faut s'enregistrer en ligne avant le vol. Je suis très satisfaite de cette réservation et je recommande cette compagnie. ,5.0,ebuyclub.com
108,4.5,Lufthansa,"j'ai effectué mon premier vol hors europre avec cette compagnie aérienne et c'etait vraiment au top, le personnel etait trés sympa et serviable, sieges confortables et menu au choix. je recommande cette compagnie. ",5.0,ebuyclub.com
109,4.5,Lufthansa,"Bon la Lufthansa a bien changée depuis le low cost. Fini les repas, un petit sandwich vous est délivré à la place sur les moyen courrier. Il n'en reste pas moins que les prix peuvent être vraiment intéressant surtout en partant d'un aéroport autre que Paris. ",3.5,ebuyclub.com
110,4.5,Lufthansa,"Très grand réseau de destinations et départs facile depuis Bruxelles ou Paris. Les avions sont très moderne contrairement aux compagnies américaines, donc c'est l'idéal pour les vols long-courrier. La nourriture est bien mais sans plus, même en classe business ou first. Jamais eu de problèmes avec eux, le service client fait toujours son maximum en cas de pépin avec un vol. ",5.0,ebuyclub.com
111,4.5,Lufthansa,Je suis ravi d être passé par ebuyclub çela m'a donné un pourcentage dans mon compte et super j'ai mon billet vive les vacances si je vous dis prenez ebuyclub vous aurais des entraîné dans votre compte,5.0,ebuyclub.com
112,4.5,Lufthansa,"le site de la Lufthansa est très bien fait, ergonome. Le tarif proposé est très correct. Bien que bénéficiant un tarif non remboursable, j'ai pu me faire remboursé mes billets si le remboursement est demandé moins de 24 H après la reservation",5.0,ebuyclub.com
113,4.5,Lufthansa,"Très bon site, clair et aussi très compétitif . Le moteur de recherche donne les meilleurs tarifs aux heures et lieux souhaités. La configuration du site permet de se diriger sans trop chercher donc pas de complication. ",5.0,ebuyclub.com
114,4.5,Lufthansa,Très bonne compagnie tarif intéressant a condition de programmer ces voyages a l'avance service a bord gratuit offre des jeux pour les jeunes enfants Très peu de retard voire aucun je recommande cette compagnie,3.5,ebuyclub.com
115,4.5,Lufthansa,Excellent site de la compagnie aérienne du même nom. La recherche des vols et des différents tarifs disponibles est très simple et l'affichage clair et synthétique. Commande aisée par carte bleue. Réservation simple et limpide. ,5.0,ebuyclub.com
116,4.5,Lufthansa,"Je voyage souvent avec la Lufthansa car á mon avis c'est l'une des meilleurs compagnie aérienne en Europe. Les avions sont récents pour la plupart, le service à bord est excellent et cela pour un prix tout à fait compétitif par rapport aux autres compagnies aérienne ( excepté vols low cost) . Je recommande donc leur site pour toute réservation. ",5.0,ebuyclub.com
117,4.5,Lufthansa,"La recherche des vols est plutôt simple avec un large choix et la confirmation de l’achat du vol est immédiate. Avant d’acheter le billet, pensez à vous connecter d’abord sur votre compte Lufthansa Miles & More ou à adhérer à ce programme de fidélité, pour cumuler les miles. ",5.0,ebuyclub.com
118,4.5,Lufthansa,"rien à dire sur la qualité du service, mais attention aux frais de payement par carte bancaire très élevé! au moment du payement on a soudainement l'impression de se retrouver sur le site d'une compagnie low-cost, avec la mauvaise surprise d'un surplus importante sur le prix finale... ",3.0,ebuyclub.com
119,4.5,Lufthansa,Très bonne compagnie Très bon service à bord et ponctualité de rigueur. le rapport qualité prix est donc tres correct Il est a signaler aussi que la correspondance à Munich est tres courte : 1 heure 10 minutes,5.0,ebuyclub.com
120,4.0,Vueling,"J'ai acheté mon billet sur Vueling le 28 / 07 / 2022 pour mes vacances en Espagne. Le processus de commande s'est bien très bien déroulé. Je n'ai pas eu recours à un code promo Vueling. Vueling est un site fiable et rapide, qui permet aux consommateurs de s'y retrouver facilement. Je recommencerai volontiers à faire des achats sur ce site internet car j'ai été très satisfaite de la qualité des services. Il y a énormément de destination à des prix qui sont très abordables et attractif par rapport à ses concurrent. ",3.5,ebuyclub.com
121,4.0,Vueling,"Achat de billets d'avion pour l'Espagne, site rapide et facile d'utilisation. Compagnie aérienne de confiance avec avion en très bon état et personnel agréable. Petit snacking à disposition moyennement quelques euros. Horaires respectés dans la mesure du possible car avion faisant des rotations A / R; Prix très compétitifs, billets coupe file très appréciables, je recommande vivement cette compagnie et pour ceux qui voyage beaucoup, une fidélisation est possible avec des points qui vous donneront des réductions. ",5.0,ebuyclub.com
122,4.0,Vueling,"Meme si le temps d'attente est long afin que le cashback soit validé, le lien est bien fiable et à un moment donné le cashback sera validé, souvent plus tot que prevu. J'ai utilisé ce cashback 2 fois est toujours satisfaite et j'e n'ai jamais eu de probleme. Si bien vueling n'est pas ma compagnie preferé, le fait qu'il y aille un petit cashback disponible sur ebuyclub me tente toujours. Meme s'il s'agit d'un petit montant, psychologiquement ca fait plaisir et cela incite a l'utiliser. Comme d'habitude, ebuyclub toujours au top. ",4.0,ebuyclub.com
123,4.0,Vueling,"J'ai acheté un vol pour l' Espagne et j'ai pu réserver sans difficulté. Je n'ai pas eu de code promo. J'ai obtenu confirmation du vol aussitôt . Parfois Le site était en Espagnol mais pouvait être traduit en Français. La recherche pour un tarif moins cher à été simple, le site proposant des jours différents auxquels sont associés les tarifs. Tout s'est bien déroulé pour finir par 1 achat aux dates que je voulais au mois de Juillet soit du 19 au 26 Juillet. Le paiement s'est fait sans difficulté",5.0,ebuyclub.com
124,4.0,Vueling,"Pas forcement le plus simple pour acheter des billets d'avions. Le site internet n'est pas intuitif, les prix changent constamment, des que l'on se connecte. On ne paye pas le même prix pour les billets avec des amis qui ont pris les leur en même temps que moi, le site essaye de nous refiler un tas d'option payante tout au long du cheminement pour acheter les billets. Je trouve cela limite. 
Nous n'avons pas le choix de temps en temps de la compagnie, sinon je ne sais pas si je passerai par Vueling",1.5,ebuyclub.com
125,4.0,Vueling,"Jai acheté le vol vueling puisque après comparaison, c'etait le meilleur horaire et le meilleur rapport qualité prix. En plus , avec le cashback utilisé a travers ebuy club cela permet d'epargner quelques euros en plus. Lors du check in le processus est simple , avec un bon site internet et une bonne communication adaptée à tous. Très bonne information par rapport à la politique Covid. Le vol s'est très bien passé, vols ponctuels, avec un bon service . L'avion est propre et meme si low cost, ca reste mieux que ryanair. ",5.0,ebuyclub.com
126,4.0,Vueling,"Vueling reste une compagnie low-cost espagnole. Il ne faut pas l'oublier. On paie pour tout, même maintenant pour un bagage cabine classique. Durant le vol, les repas sont payants ( il s'agit plutôt de snacking) . Et même s'il font la promotion du Wifi dans l'avion, à l'aller comme au retour pour les Canaries, on nous a prévenu en embarquant que le Wifi n'était pas disponible. L'accueil est vraiment parfait, tant les personnels naviguant que le pilote. Nous avons même réussi à atterrir avant l'heure prévu. ",4.0,ebuyclub.com
127,4.0,Vueling,"Cela était assez simple de réserver mon vol pour Minorque et grâce à l'option de changement de vol, j'ai pu modifié mon vol et cela s'est fait via un voucher. C'est assez pratique et très flexible. Le site est simple d'utilisation ( avec le choix des différents critères) et vous avez aussi la possibilité de choisir une multi-destination. De plus, ce voucher est utilisable en plusieurs fois avec une limite de validité d'un an. Cependant, j'ai été obligé d'utiliser une autre compagnie car il n'y a pas de vol retour direct vers Paris à cette saison. ",4.5,ebuyclub.com
128,4.0,Vueling,"Achat de billet aller pour Barcelone au mois de juin. Commande rapide et facile, choix des sièges et enregistrement simple, prix très intéressant. Réception des billets d'avion instantanément par mail et sur le téléphone pour le wallet ! C'est la seule compagnie aérienne qui n'a pas annulé le vol alors qu'il y a des grèves. Nous avons eu le choix des sièges à l'avance et nous allons pouvoir passer de belles vacances grâce à vous. Le personnel est toujours accueillant et gentil également avec les voyageurs. ",5.0,ebuyclub.com
129,4.0,Vueling,"J’ai réservé des billets d’avion pour cet été avec mon compagnon et tout c’est très bien passé, j’ai eu de cash-back grâce à ebuyclub et ça fait très plaisir ! J’ai hâte de pouvoir décoller grâce à Vueling et découvrir de nouveaux horizons ! Le site est très facile d’accès, le choix des sites aussi ainsi que des bagages. On reçoit vite les billets par mail et nous pouvons les imprimer immédiatement. Je reprendrais des billets avec plaisir via cette compagnie aérienne pour, pourquoi pas, découvrir de nouvelles terres",5.0,ebuyclub.com
130,4.0,Vueling,"Très bon rapport qualité & prix pour la prestation vendu. Cependant il faut maintenant payer pour un bagage cabine, se qui n'étais pas le cas avant car compris dans le billet d'avion. De nombreuses destination accessible à petits prix. Le programme de fidélité de la compagnie permet d'utiliser des points sur des billets d'avion futurs donc très profitable. Je part à Barcelone avec Vueling et les codes promos et le cashback me permettent de faire quelques économies pour ce voyage. Service client à l'écoute et très présents. ",4.0,ebuyclub.com
131,4.0,Vueling,"Je n'ai pas encore pris la compagnie mais j'ai été très contente de pouvoir réaliser mon achat sur leurs site. Mon billet d'avion de Bale à Barcelone ne m'a couté que 49€98cts. Grace à ebyclub j'ai pu récupérer entre 2€50. Ce qui me fait un billet d'avion aller-retour vraiment excessivement bas pour la période d'été. Vous n'avez pas besoin de payer vos place. Par contre il faut savoir qu'est compris dans votre billet uniquement un sac à dos. Si vous souhaitez plus de bagage, vous devrez payé un supplément. ",5.0,ebuyclub.com
132,4.0,Vueling,"J'ai réservé un vol pour Ténérife le 26 avril 2022 pour un voyage courant septembre.
Tout le processus s'est bien passé, nous avons dû ajouter des options (choix du siège et un bagage supplémentaire) mais rien ne nous y obligeait. Les prix sont imbattables et le fait de partir d'un aéroport étranger nous a fait gagner énormément d'argent.
Pas de code promo utilisé.
La réservation a été traitée tout de suite et l'enregistrement s'est fait directement sur le site à l'aide de nos pièces d'identité.",5.0,ebuyclub.com
133,4.0,Vueling,"Voyage très bien passé, vol agréable a l'aller. Pour le retour on a remarqué que notre vol avait été annulée moins d'une semaine avant le départ. La compagnie aurait dû nous prévenir. Vueling nous propose quand on les a appelé un retour à 8h du matin au lieu de l'après midi avec en plus une escale. Nous refusons. Nous avons pris un billet retour easyJet à plus de 100€ . Et toujours pas de remboursement ( 34€ ) . C'est bien pour cela que je ne suis pas totalement satisfait de Vueling. Pas de suivi client et de solutions concrètes quand il y a des modifications de leur part. Vol Lyon - palma de Majorque Retour du dimanche 4 avril Je mets quand même 2 étoiles car l'aller c'est très bien passé J'espère que mon post pourra faire évoluer la communication envers vos clients",2.0,ebuyclub.com
134,4.0,Vueling,"Voyage Paris Orly à Palma de majorque du 16 / 04 au 22 / 04. 4 personnes. J'ai commandé mon billet sur vueling. com. Ce site est très ergonomique. Après avoir créé son profil on a l'impression qu'il ne s'agit pas d'une simple compagnie aérienne mais plutôt un tour-opérateur proposant hôtels et activités. Petit bémol : un peu comme la SNCF, on ne bénéficie pas des cartes d'embarquement au moment de la commande mais une semaine avant le vol : c'est un peu stressant. Embarquement : nous avions eu un petit soucis avec la douane qui ne voulait pas nous laisser passer car mon fils avait eu la mauvaise idée d'apporter un parfum et ma ma fille des flacons. Nous avons du retourner au comptoir d'enregistrement. Le personnel a été compréhensif devant notre stress. Et nous avons pu mettre un de nos bagage en soute. Vol : départ à l''heure et arrivée 10 minutes en avance à l'aller et 30 minutes en avance au retour. ",5.0,ebuyclub.com
135,4.0,Vueling,"Réservation faite en novembre pour un vol une semaine plus tard, les prix sont attractifs. c'était la première fois que je prends cette compagnie, j'ai été agréablement surprise, très bonne gestion des personnes pour l'enregistrement et l'embarquement. Le cash back est intéressant car il est progressif en fonction de l'achat. Très bonne communication avec le site marchant. je recommande +++ à tester sur d'autres destination mais l'expérience a été positive. Merci ebuyclub d'avoir ajouter ce marchand dans votre catalogue",4.0,ebuyclub.com
136,4.0,Vueling,"Billet pour Barcelone acheté à un prix convenable quelques jours avant le départ. De l'achat à l'embarquement, nous n'avons pas rencontré de problème. Le site manque un peu de fluidité mais il est facile de se repérer. La foire aux questions est très pertinente et nous a permis de répondre à pas mal de nos questions et interrogations Seul bémol, nous n'avons pas réussi à joindre le service client depuis l'Espagne. Sinon, je recommande ce site de réservation de vol. Nous sommes dans l'attente de validation du cash back. ",5.0,ebuyclub.com
137,4.0,Vueling,"J'ai réservé deux vols aller-retour via le site web de la compagnie Vueling. L'interface est très intuitive et j'apprécie particulièrement, avant de faire ma réservation, de voir un aperçu des tarifs du mois pendant lequel je souhaite voyager. C'est une des sociétés qui proposent les tarifs les plus intéressants. J'ai dû annuler mes vols, et le processus d'annulation et de remboursement s'est très bien passé : service clients facile à contacter, aimable, et remboursement rapide. J'ai auparavant eu l'occasion de voler sur des vols Vueling, et je n'ai jamais eu de problèmes type retard ou surbooking. Je recommande donc cette compagnie aérienne. ",5.0,ebuyclub.com
138,4.0,Vueling,"Désastreux Achat d'un billet pour Rome et changement d'horaire après l'achat. Je n'ai utilisé aucun code promo. Suite à un achat de billet, j'ai eu un retour de mail quelques jours après en me proposant de nouvelles horaires, dont je n'étais pas d'accord. J'ai demandé un remboursement et j'ai jamais été remboursé alors que ce vol date de novembre 2020. C'est incroyablement décevant alors que toutes les demandes ont été faite. Compagnie malhonnête Pas normal, de devoir quémander un remboursement alors que cela vient de leur faute et même pas à cause de la crise sanitaire. Jamais de réponse! ",1.0,ebuyclub.com
139,4.0,Vueling,"J'ai commandé un billet d'avion sur Vueling afin de me rendre à Barcelone. L'expérience d'achat a été très concluante! Rapidité de commande, transparence des prix ( pas de frais cachés) et peu de ""surcoûts"" lors du processus d'achat ( évidemment il y a des propositions d'ajout d'options payantes mais relativement peu intrusives) . Tarifs très corrects surtout si vous n'avez pas de bagages. Seul bémol, peu de vols et à des horaires pas toujours évidents ( tôt ou tard) au départ de Marseille. Je recommande la compagnie. ",4.5,ebuyclub.com
140,4.0,Vueling,"Nous voyageons souvent avec les vols low cost vueling, essentiellement pour barcelone. Le personnel est toujours sympathique. Mais le confort est très moyen et la propreté aussi. Nous n'incriminons pas le personnel car ils n'ont souvent pas le temps de faire le nettoyage à fond entre les vols allez / retour. Heureusement que le temps de voyage pour barcelone est court car le confort et la place sont très restreint. Nous avons subits un report de vol au lendemain et plusieurs retards. Mais money is money, les prix attractifs des vols , nous font oublier ces petits désagrément. ",3.0,ebuyclub.com
141,4.0,Vueling,"Je valide. Contrairement à ses concurrents, Vueling ne casse pas la qualité pour proposer des prix cassés. Certes ce n'est pas une compagnie que je conseille pour les longs courriers mais c'est suffisant pour des vols de moins d'une ou deux heures. Une petite valise est autorisée. Les prix sont ultra compétitifs et ils ne proposent pas que des aéroports loin des grands axes comme le font certains. Je conseille ce site et cette compagnie qui est fiable et pas chère. Bon voyage et à bientôt chez Vueling. ",4.0,ebuyclub.com
142,4.0,Vueling,J ai acheté un billet pou l Espagne et cela a été très facile pour réserver j'ai vérifié plusieurs marchand par rapport au tarif des billets d'avion et des modalités de paiements ou d'annulation Je ne suis pas encore partie mais dans le principe mon vol sera à l'heure Je réserve souvent via ebuy pour profiter au maximum des avantages soit en pourcentage ou soit en touchant un certains montant d'euros ce que j'arrive toujours à obtenir C'est la première fois que je prends cette compagnie maintenant il n'y a plus qu'a partir ! ! ,5.0,ebuyclub.com
